1,2
45343.5803,43922.2281
45360.8773,43763.4929
45406.4553,43561.5708
45714.8724,43928.9929
45893.9595,44150.2973
46077.6202,44547.9317
45956.3262,45348.3932
45986.5477,45178.6128
46067.0459,45455.4749
45514.7617,44661.6897
45593.7857,44513.9113
45413.5072,44255.6104
45690.3579,44359.652
45024.8393,44119.7113
44008.5865,43243.8835
43358.7057,43498.6188
42910.526,43685.3524
43058.4161,43433.434
43715.4437,43708.376
44166.2116,43819.0265
44440.0732,44407.7706
45145.0191,45155.5233
45780.2295,45558.9485
47063.8276,46412.9566
47624.4334,46765.7221
47477.7608,46885.2286
47356.0664,46755.7973
47449.2047,46884.477
47715.7001,47254.1762
47845.1175,47367.6296
47818.6406,47407.3461
48032.9246,46769.2059
45152.4765,43585.4447
43226.4605,42301.5631
42236.671,41179.432
41375.0924,40516.6722
40912.5685,39917.0812
40088.7038,40008.9554
40471.4906,39078.9738
39808.2376,38425.9296
39752.015,39488.8975
40559.8801,39057.3079
41260.1601,40374.213
42134.7238,41324.4436
43384.9226,42835.2063
44662.4208,44342.8644
45542.57,45370.0579
46573.2623,46597.8178
46930.141,46717.8662
46997.3777,46782.8296
46939.4629,46940.8018
47182.6315,46964.5325
47368.2774,47439.9548
47177.114,47508.1101
47634.9301,47495.3731
47848.5172,46888.6301
45003.161,43958.2713
43694.5583,42528.9485
43346.6903,42253.7884
41521.8093,40852.4952
41544.4429,40704.1184
40762.6401,39856.3959
39427.8581,39434.3024
39213.6393,38926.1639
39602.6114,39749.9063
39497.7352,39747.6968
40526.2942,39968.4063
40751.9917,41101.0666
41845.631,42339.1574
43564.2337,44089.8865
45058.6396,45123.3836
46518.112,46543.3428
46914.9958,47086.7516
46977.7567,47211.0277
47090.3631,47495.5697
46992.4299,47627.5846
47195.3218,47753.3066
47517.2386,47852.6187
47702.8014,48058.8324
47886.3163,46909.1183
44831.8564,44045.5501
43861.8249,42299.458
44431.119,41640.3235
43058.0773,41182.1072
42256.0437,41049.5119
41790.9426,39837.2119
41190.8087,38871.3802
40303.2519,38261.3435
40938.5599,39475.1703
41482.6974,40212.4995
41665.2248,40652.0822
42654.3193,41439.4426
43006.3907,42180.709
44857.0177,43812.296
45913.9557,45015.6473
46406.5114,45911.5922
46962.2829,46271.3673
47126.8971,46610.9617
46989.3424,46728.5045
47071.0136,46907.1853
47367.9363,47240.7169
47080.4642,47232.1649
47280.6836,47168.3617
47251.2634,46699.6937
44823.8411,43858.5153
43267.9466,42668.34
43186.7367,42160.8189
41586.6637,40948.6423
41441.9183,40712.8368
40860.9078,39773.2054
40242.8571,39268.6282
39782.2217,39373.0617
40150.6308,39831.1275
40101.098,40501.0855
41098.0591,40519.9723
42150.2299,41573.129
43243.4436,42414.5447
44124.5117,44151.5474
44679.7372,44927.8401
46131.5067,46411.5199
46068.1115,46648.548
46820.3263,46833.3944
47326.0443,46194.1998
46959.0033,46152.5598
47371.152,46776.7673
47567.6991,46553.687
47953.6263,46707.349
48058.1358,45965.3561
45932.5868,43644.4045
45232.1145,42156.4403
43741.3756,41726.8861
42376.8876,40426.6213
42722.3479,40247.9236
42596.2942,40608.6817
42294.7392,39289.5986
41966.6968,39596.7526
42165.3956,39360.3511
42182.3643,39410.6998
41821.1745,40104.509
43575.8377,40842.2411
44602.3034,41962.1149
45043.4253,42205.0653
45960.4227,43462.506
47467.7314,44896.184
48293.8007,45473.5373
48498.8126,45881.6978
48594.0275,46043.409
48877.894,46196.884
49398.5974,46486.5784
49401.2752,46610.2259
49776.1461,46836.0743
49673.3448,46891.6337
49855.0898,46474.4858
49179.4529,45999.4882
48729.2521,45275.4259
48654.8637,45284.232
47165.5896,43202.8874
45796.7786,41948.5652
45081.9835,42154.5263
45164.6534,41758.0223
45102.1311,41066.4502
44113.3254,40789.6192
44961.3388,40456.9303
45088.219,40780.983
46297.0365,41455.0618
46751.859,42276.5449
47261.9687,43217.2789
47338.7179,44346.368
48083.9542,45343.5803
48344.068,45360.8773
