year,month,day,hour,총생활인구수
2017,12,6,12,38857.2162
2017,12,6,13,37946.0543
2017,12,6,14,37162.6548
2017,12,6,15,35797.7628
2017,12,6,16,36574.0657
2017,12,6,17,36444.6951
2017,12,6,18,37676.1078
2017,12,6,19,38265.2564
2017,12,6,20,38989.4217
2017,12,6,21,40636.16
2017,12,6,22,42283.6124
2017,12,6,23,45950.7864
2017,12,7,0,46814.9934
2017,12,7,1,46848.1254
2017,12,7,2,47091.1759
2017,12,7,3,47236.7431
2017,12,7,4,47318.8016
2017,12,7,5,47519.5475
2017,12,7,6,47452.1654
2017,12,7,7,47900.5507
2017,12,7,8,44505.5882
2017,12,7,9,42619.9678
2017,12,7,10,40827.6689
2017,12,7,11,39025.6241
2017,12,7,12,38816.0927
2017,12,7,13,37796.7036
2017,12,7,14,36929.8267
2017,12,7,15,36218.858
2017,12,7,16,36313.8872
2017,12,7,17,37248.2352
2017,12,7,18,37784.1168
2017,12,7,19,38825.2487
2017,12,7,20,39829.2872
2017,12,7,21,40635.0755
2017,12,7,22,41954.5494
2017,12,7,23,45777.0026
2017,12,8,0,46657.6181
2017,12,8,1,47402.2218
2017,12,8,2,47592.8031
2017,12,8,3,47757.7042
2017,12,8,4,47840.5524
2017,12,8,5,48052.3949
2017,12,8,6,47850.2299
2017,12,8,7,47748.2196
2017,12,8,8,44422.2578
2017,12,8,9,42478.7025
2017,12,8,10,40597.778
2017,12,8,11,39497.5381
2017,12,8,12,38945.1753
2017,12,8,13,38143.4594
2017,12,8,14,38176.9703
2017,12,8,15,38060.579
2017,12,8,16,37491.673
2017,12,8,17,38434.4223
2017,12,8,18,39466.7069
2017,12,8,19,39534.5794
2017,12,8,20,38373.9081
2017,12,8,21,39192.8639
2017,12,8,22,40273.2257
2017,12,8,23,44049.1992
2017,12,9,0,45067.6676
2017,12,9,1,45675.783
2017,12,9,2,45876.6262
2017,12,9,3,46043.6571
2017,12,9,4,46235.7892
2017,12,9,5,46331.1575
2017,12,9,6,46423.4856
2017,12,9,7,45969.8711
2017,12,9,8,45497.5056
2017,12,9,9,44341.2134
2017,12,9,10,43341.846
2017,12,9,11,42625.9661
2017,12,9,12,41874.7974
2017,12,9,13,40885.4398
2017,12,9,14,40202.238
2017,12,9,15,38908.7386
2017,12,9,16,39127.8643
2017,12,9,17,38429.9569
2017,12,9,18,38549.2809
2017,12,9,19,38027.6509
2017,12,9,20,38556.9186
2017,12,9,21,39307.191
2017,12,9,22,40165.1527
2017,12,9,23,43658.3641
2017,12,10,0,44441.289
2017,12,10,1,44620.7272
2017,12,10,2,44832.0336
2017,12,10,3,45149.9233
2017,12,10,4,45339.0886
2017,12,10,5,45614.667
2017,12,10,6,45647.4705
2017,12,10,7,45639.7659
2017,12,10,8,44887.0372
2017,12,10,9,44341.8151
2017,12,10,10,43647.3331
2017,12,10,11,42689.5588
2017,12,10,12,42325.323
2017,12,10,13,41615.6429
2017,12,10,14,39840.6789
2017,12,10,15,39077.2034
2017,12,10,16,39183.0157
2017,12,10,17,39582.3827
2017,12,10,18,40074.0262
2017,12,10,19,40842.9123
2017,12,10,20,41526.5396
2017,12,10,21,42165.103
2017,12,10,22,43273.9214
2017,12,10,23,46313.5631
2017,12,11,0,46880.4691
2017,12,11,1,46918.6426
2017,12,11,2,47017.2827
2017,12,11,3,47111.9966
2017,12,11,4,47181.925
2017,12,11,5,46906.8226
2017,12,11,6,47057.1371
2017,12,11,7,47398.2023
2017,12,11,8,43851.4569
2017,12,11,9,41621.233
2017,12,11,10,40025.9833
2017,12,11,11,38809.0147
2017,12,11,12,38171.6264
2017,12,11,13,37847.1275
2017,12,11,14,37767.7289
2017,12,11,15,36625.65
2017,12,11,16,36602.174
2017,12,11,17,36453.1122
2017,12,11,18,37181.1489
2017,12,11,19,38519.7955
2017,12,11,20,39708.9622
2017,12,11,21,40964.6423
2017,12,11,22,42504.7034
2017,12,11,23,46183.0773
2017,12,12,0,46665.2932
2017,12,12,1,47030.5727
2017,12,12,2,47094.582
2017,12,12,3,47368.1159
2017,12,12,4,47499.9375
2017,12,12,5,47267.6976
2017,12,12,6,47350.6917
2017,12,12,7,47138.4345
2017,12,12,8,44577.0669
2017,12,12,9,41789.6013
2017,12,12,10,40654.8692
2017,12,12,11,39642.072
2017,12,12,12,38819.2992
2017,12,12,13,37748.0077
2017,12,12,14,36985.2343
2017,12,12,15,36276.8113
2017,12,12,16,36934.53
2017,12,12,17,37196.0632
2017,12,12,18,38432.8851
2017,12,12,19,39326.3139
2017,12,12,20,39875.3065
2017,12,12,21,40971.3543
2017,12,12,22,41975.8051
2017,12,12,23,45777.1716
2017,12,13,0,46584.1374
2017,12,13,1,46991.0554
2017,12,13,2,46970.1539
2017,12,13,3,47299.5645
2017,12,13,4,47243.0069
2017,12,13,5,47141.8822
2017,12,13,6,47125.0079
2017,12,13,7,46890.6327
2017,12,13,8,43867.6498
2017,12,13,9,42221.8217
2017,12,13,10,40900.9532
2017,12,13,11,39772.1868
2017,12,13,12,39263.0112
2017,12,13,13,37744.5212
2017,12,13,14,37651.5594
2017,12,13,15,36994.3145
2017,12,13,16,36663.9967
2017,12,13,17,36731.1212
2017,12,13,18,37772.3772
2017,12,13,19,39164.4552
2017,12,13,20,39827.6427
2017,12,13,21,40467.2105
2017,12,13,22,41807.4665
2017,12,13,23,45818.804
2017,12,14,0,46534.3526
2017,12,14,1,46644.7165
2017,12,14,2,46922.855
2017,12,14,3,47092.0603
2017,12,14,4,47231.2128
2017,12,14,5,47126.5543
2017,12,14,6,47161.2417
2017,12,14,7,47112.2446
2017,12,14,8,45107.2277
2017,12,14,9,43280.8976
2017,12,14,10,41569.3334
2017,12,14,11,41106.8073
2017,12,14,12,40474.3194
2017,12,14,13,39348.1079
2017,12,14,14,38381.9871
2017,12,14,15,38093.931
2017,12,14,16,37264.8891
2017,12,14,17,37374.8644
2017,12,14,18,38569.707
2017,12,14,19,38941.1054
2017,12,14,20,39394.0326
2017,12,14,21,40114.4208
2017,12,14,22,41504.2475
2017,12,14,23,45565.3471
2017,12,15,0,46487.3585
2017,12,15,1,46549.5456
2017,12,15,2,46776.7015
2017,12,15,3,46951.989
2017,12,15,4,46739.8373
2017,12,15,5,46687.7689
2017,12,15,6,46662.8991
2017,12,15,7,47043.398
2017,12,15,8,44176.4738
2017,12,15,9,42764.9529
2017,12,15,10,41626.8055
2017,12,15,11,40387.2231
2017,12,15,12,39408.5263
2017,12,15,13,38610.1886
2017,12,15,14,38496.8048
2017,12,15,15,37328.8762
2017,12,15,16,36841.0657
2017,12,15,17,37163.8413
2017,12,15,18,38085.3334
2017,12,15,19,38615.4633
2017,12,15,20,38931.1863
2017,12,15,21,40011.6457
2017,12,15,22,40342.393
2017,12,15,23,44233.767
2017,12,16,0,45054.7201
2017,12,16,1,45454.1496
2017,12,16,2,45897.8467
2017,12,16,3,46071.0884
2017,12,16,4,46213.8771
2017,12,16,5,46451.6585
2017,12,16,6,46483.4828
2017,12,16,7,46020.7307
2017,12,16,8,45081.8894
2017,12,16,9,44573.3857
2017,12,16,10,43185.4389
2017,12,16,11,42888.2813
2017,12,16,12,41145.1611
2017,12,16,13,40259.9581
2017,12,16,14,39370.8152
2017,12,16,15,38462.5073
2017,12,16,16,37859.2119
2017,12,16,17,38443.7954
2017,12,16,18,38398.1604
2017,12,16,19,39082.7841
2017,12,16,20,39000.3557
2017,12,16,21,39456.5372
2017,12,16,22,40362.4357
2017,12,16,23,43594.2545
2017,12,17,0,44436.0013
2017,12,17,1,44811.446
2017,12,17,2,45036.4786
2017,12,17,3,45122.7538
2017,12,17,4,45155.6991
2017,12,17,5,45380.2689
2017,12,17,6,45515.963
2017,12,17,7,45216.9956
2017,12,17,8,45086.182
2017,12,17,9,45098.9467
2017,12,17,10,43569.8675
2017,12,17,11,42602.8948
2017,12,17,12,41960.7263
2017,12,17,13,40797.7204
2017,12,17,14,39906.7792
2017,12,17,15,38813.4453
2017,12,17,16,38381.578
2017,12,17,17,39159.6627
2017,12,17,18,39716.3756
2017,12,17,19,40298.9604
2017,12,17,20,41175.6748
2017,12,17,21,41472.7158
2017,12,17,22,42767.6974
2017,12,17,23,46007.2025
2017,12,18,0,46508.8076
2017,12,18,1,46796.6477
2017,12,18,2,46835.6417
2017,12,18,3,46954.5915
2017,12,18,4,46810.2998
2017,12,18,5,46754.749
2017,12,18,6,46713.521
2017,12,18,7,45833.7971
2017,12,18,8,44029.8434
2017,12,18,9,42003.1601
2017,12,18,10,39645.335
2017,12,18,11,38635.6849
2017,12,18,12,37614.4332
2017,12,18,13,36668.4995
2017,12,18,14,36347.3815
2017,12,18,15,35969.8082
2017,12,18,16,35360.5522
2017,12,18,17,36198.57
2017,12,18,18,37137.7898
2017,12,18,19,38153.9773
2017,12,18,20,39279.0615
2017,12,18,21,40707.3449
2017,12,18,22,42036.0166
2017,12,18,23,45797.8389
2017,12,19,0,46298.8489
2017,12,19,1,46613.1864
2017,12,19,2,46696.2538
2017,12,19,3,46902.0316
2017,12,19,4,46917.7137
2017,12,19,5,46668.7804
2017,12,19,6,46318.2996
2017,12,19,7,45152.4594
2017,12,19,8,42379.242
2017,12,19,9,39985.8176
2017,12,19,10,39119.654
2017,12,19,11,38157.5275
2017,12,19,12,37541.0935
2017,12,19,13,37096.312
2017,12,19,14,36052.3759
2017,12,19,15,35797.1453
2017,12,19,16,36351.7916
2017,12,19,17,37161.8613
2017,12,19,18,37863.9658
2017,12,19,19,38292.7018
2017,12,19,20,39572.1641
2017,12,19,21,40395.9757
2017,12,19,22,41998.9635
2017,12,19,23,45296.8051
2017,12,20,0,46359.7912
2017,12,20,1,46752.0904
2017,12,20,2,46973.2594
2017,12,20,3,47309.0027
2017,12,20,4,47364.8906
2017,12,20,5,47344.0646
2017,12,20,6,47322.4034
2017,12,20,7,45935.7276
2017,12,20,8,42848.6021
2017,12,20,9,40972.4955
2017,12,20,10,39513.3691
2017,12,20,11,38422.203
2017,12,20,12,38017.4141
2017,12,20,13,37517.201
2017,12,20,14,36556.6986
2017,12,20,15,35929.7915
2017,12,20,16,35705.682
2017,12,20,17,36217.8821
2017,12,20,18,36700.4142
2017,12,20,19,37765.4514
2017,12,20,20,38527.1444
2017,12,20,21,39993.6677
2017,12,20,22,41274.4373
2017,12,20,23,44492.0833
2017,12,21,0,45417.8514
2017,12,21,1,45778.4107
2017,12,21,2,45858.0139
2017,12,21,3,46067.1262
2017,12,21,4,46229.684
2017,12,21,5,46281.5766
2017,12,21,6,46410.992
2017,12,21,7,44535.434
2017,12,21,8,42186.2595
2017,12,21,9,40450.6726
2017,12,21,10,39465.6899
2017,12,21,11,37936.7412
2017,12,21,12,37973.867
2017,12,21,13,36492.6345
2017,12,21,14,36148.0827
2017,12,21,15,35646.5641
2017,12,21,16,35685.2938
2017,12,21,17,35967.4755
2017,12,21,18,36798.5971
2017,12,21,19,37302.0555
2017,12,21,20,37928.6834
2017,12,21,21,39184.4424
2017,12,21,22,40312.4274
2017,12,21,23,43543.3584
2017,12,22,0,44780.0326
2017,12,22,1,45236.9184
2017,12,22,2,45545.014
2017,12,22,3,45717.9737
2017,12,22,4,45767.6074
2017,12,22,5,45819.4747
2017,12,22,6,45694.6984
2017,12,22,7,44181.6692
2017,12,22,8,41966.576
2017,12,22,9,40753.9983
2017,12,22,10,39397.6517
2017,12,22,11,38601.5417
2017,12,22,12,37881.8373
2017,12,22,13,37404.4928
2017,12,22,14,36172.5382
2017,12,22,15,36065.7662
2017,12,22,16,35892.3304
2017,12,22,17,36664.746
2017,12,22,18,36827.4714
2017,12,22,19,37649.1322
2017,12,22,20,38156.6028
2017,12,22,21,38166.8579
2017,12,22,22,39677.8686
2017,12,22,23,42136.1838
2017,12,23,0,43132.0989
2017,12,23,1,43806.9928
2017,12,23,2,43988.8793
2017,12,23,3,44254.4609
2017,12,23,4,44406.6983
2017,12,23,5,44495.4064
2017,12,23,6,44485.4894
2017,12,23,7,44511.8039
2017,12,23,8,43982.4089
2017,12,23,9,42684.5292
2017,12,23,10,42121.0736
2017,12,23,11,41683.0573
2017,12,23,12,40653.8986
2017,12,23,13,39369.5488
2017,12,23,14,38066.5736
2017,12,23,15,36876.6488
2017,12,23,16,36870.0057
2017,12,23,17,36690.2163
2017,12,23,18,36682.8897
2017,12,23,19,36247.3593
2017,12,23,20,36354.8374
2017,12,23,21,37294.517
2017,12,23,22,38495.7126
2017,12,23,23,41883.4736
2017,12,24,0,42384.4287
2017,12,24,1,42939.4363
2017,12,24,2,42879.0142
2017,12,24,3,43156.551
2017,12,24,4,43253.8943
2017,12,24,5,43414.4584
2017,12,24,6,43401.1467
2017,12,24,7,43346.3272
2017,12,24,8,42808.0072
2017,12,24,9,42464.2268
2017,12,24,10,41709.141
2017,12,24,11,40794.1451
2017,12,24,12,40642.4995
2017,12,24,13,39267.7486
2017,12,24,14,38977.6245
2017,12,24,15,38399.9839
2017,12,24,16,38327.2365
2017,12,24,17,37785.2608
2017,12,24,18,37960.0636
2017,12,24,19,38440.5749
2017,12,24,20,38760.8911
2017,12,24,21,39412.8059
2017,12,24,22,39924.4382
2017,12,24,23,42284.7304
2017,12,25,0,43025.2728
2017,12,25,1,43221.9046
2017,12,25,2,43472.1322
2017,12,25,3,43768.4876
2017,12,25,4,43891.4327
2017,12,25,5,43864.1362
2017,12,25,6,44094.4693
2017,12,25,7,43693.8066
2017,12,25,8,43256.9615
2017,12,25,9,42240.5291
2017,12,25,10,41437.3495
2017,12,25,11,40765.9151
2017,12,25,12,40078.6771
2017,12,25,13,38610.9007
2017,12,25,14,36954.3059
2017,12,25,15,36528.2891
2017,12,25,16,36713.6272
2017,12,25,17,36654.2477
2017,12,25,18,37314.3155
2017,12,25,19,37935.7175
2017,12,25,20,38547.3905
2017,12,25,21,39392.2852
2017,12,25,22,40848.8258
2017,12,25,23,44586.0662
2017,12,26,0,45091.9971
2017,12,26,1,45077.6117
2017,12,26,2,45010.8193
2017,12,26,3,45244.1333
2017,12,26,4,45376.6052
2017,12,26,5,45296.9324
2017,12,26,6,45142.3752
2017,12,26,7,43658.8361
2017,12,26,8,41211.4532
2017,12,26,9,39743.8675
2017,12,26,10,38808.7966
2017,12,26,11,37856.1419
2017,12,26,12,36925.0881
2017,12,26,13,35815.1443
2017,12,26,14,35786.9532
2017,12,26,15,35168.6063
2017,12,26,16,34843.9308
2017,12,26,17,35206.1315
2017,12,26,18,36629.4336
2017,12,26,19,36988.7564
2017,12,26,20,37875.7517
2017,12,26,21,38752.3165
2017,12,26,22,40351.2636
2017,12,26,23,44065.496
2017,12,27,0,44692.9709
2017,12,27,1,45059.5244
2017,12,27,2,45077.3572
2017,12,27,3,45292.7517
2017,12,27,4,45155.5851
2017,12,27,5,45157.6576
2017,12,27,6,45219.5599
2017,12,27,7,44449.4113
2017,12,27,8,41840.7309
2017,12,27,9,40286.0674
2017,12,27,10,39292.6549
2017,12,27,11,38430.9777
2017,12,27,12,38077.2752
2017,12,27,13,36749.1428
2017,12,27,14,36311.0521
2017,12,27,15,35146.6047
2017,12,27,16,35263.4811
2017,12,27,17,35960.0822
2017,12,27,18,37020.5414
2017,12,27,19,37481.459
2017,12,27,20,37791.9583
2017,12,27,21,38867.435
2017,12,27,22,40504.6846
2017,12,27,23,43666.0263
2017,12,28,0,44830.2722
2017,12,28,1,45183.9702
2017,12,28,2,45170.692
2017,12,28,3,45338.0696
2017,12,28,4,45452.7033
2017,12,28,5,45555.9259
2017,12,28,6,45550.6264
2017,12,28,7,43919.9965
2017,12,28,8,42268.7717
2017,12,28,9,40502.4939
2017,12,28,10,39293.7057
2017,12,28,11,38041.1377
2017,12,28,12,37389.0828
2017,12,28,13,36148.2124
2017,12,28,14,35434.2379
2017,12,28,15,35062.6027
2017,12,28,16,35380.7034
2017,12,28,17,36317.8623
2017,12,28,18,36713.0647
2017,12,28,19,36917.2021
2017,12,28,20,37781.7641
2017,12,28,21,38605.7082
2017,12,28,22,39733.4132
2017,12,28,23,43543.4324
2017,12,29,0,44337.4097
2017,12,29,1,44558.8016
2017,12,29,2,44679.0528
2017,12,29,3,44765.0297
2017,12,29,4,44881.2303
2017,12,29,5,44827.0212
2017,12,29,6,44895.8835
2017,12,29,7,43854.2718
2017,12,29,8,41508.3566
2017,12,29,9,39996.9846
2017,12,29,10,38879.0937
2017,12,29,11,37586.1292
2017,12,29,12,37290.9634
2017,12,29,13,36129.2306
2017,12,29,14,34356.1836
2017,12,29,15,34690.0389
2017,12,29,16,35672.8063
2017,12,29,17,36002.1519
2017,12,29,18,36342.5741
2017,12,29,19,36203.9084
2017,12,29,20,36763.4448
2017,12,29,21,37506.8486
2017,12,29,22,38548.3378
2017,12,29,23,41773.9071
2017,12,30,0,42793.3834
2017,12,30,1,42940.4376
2017,12,30,2,43140.6205
2017,12,30,3,43308.281
2017,12,30,4,43518.8652
2017,12,30,5,43742.0944
2017,12,30,6,43771.3496
2017,12,30,7,43207.1685
2017,12,30,8,42571.5721
2017,12,30,9,41359.4244
2017,12,30,10,40397.4904
2017,12,30,11,39556.0384
2017,12,30,12,38548.5485
2017,12,30,13,37728.1295
2017,12,30,14,36905.344
2017,12,30,15,36554.9784
2017,12,30,16,36067.8418
2017,12,30,17,36197.9013
2017,12,30,18,35731.9376
2017,12,30,19,36280.0462
2017,12,30,20,36234.1714
2017,12,30,21,36748.5252
2017,12,30,22,37712.2123
2017,12,30,23,40682.4224
2017,12,31,0,41746.0058
2017,12,31,1,41580.211
2017,12,31,2,41963.6937
2017,12,31,3,42011.8309
2017,12,31,4,42146.292
2017,12,31,5,42375.2468
2017,12,31,6,42355.1871
2017,12,31,7,42166.5589
2017,12,31,8,41516.0824
2017,12,31,9,40682.6207
2017,12,31,10,40105.5812
2017,12,31,11,38997.7594
2017,12,31,12,38706.1374
2017,12,31,13,37790.9777
2017,12,31,14,36798.6261
2017,12,31,15,36065.059
2017,12,31,16,35193.2977
2017,12,31,17,35349.2795
2017,12,31,18,35054.2692
2017,12,31,19,35510.8135
2017,12,31,20,35678.4077
2017,12,31,21,36053.7105
2017,12,31,22,36812.7978
2017,12,31,23,39266.5611
2018,1,1,0,40293.272
2018,1,1,1,40516.102
2018,1,1,2,40583.8372
2018,1,1,3,40895.0736
2018,1,1,4,41062.0449
2018,1,1,5,41372.9885
2018,1,1,6,42042.1718
2018,1,1,7,41597.8702
2018,1,1,8,41420.6133
2018,1,1,9,40760.9196
2018,1,1,10,40206.7843
2018,1,1,11,39885.9884
2018,1,1,12,39122.5323
2018,1,1,13,38594.7679
2018,1,1,14,37675.7403
2018,1,1,15,36550.913
2018,1,1,16,36909.8764
2018,1,1,17,36909.7502
2018,1,1,18,37416.7124
2018,1,1,19,37464.9022
2018,1,1,20,37988.49
2018,1,1,21,39137.382
2018,1,1,22,40339.0221
2018,1,1,23,44014.569
2018,1,2,0,44401.8803
2018,1,2,1,44591.0369
2018,1,2,2,44619.0242
2018,1,2,3,44620.5762
2018,1,2,4,44651.6299
2018,1,2,5,44625.0353
2018,1,2,6,44420.9883
2018,1,2,7,43013.2665
2018,1,2,8,39505.7434
2018,1,2,9,37814.7462
2018,1,2,10,36525.5489
2018,1,2,11,36235.7593
2018,1,2,12,36013.3543
2018,1,2,13,35509.0216
2018,1,2,14,34212.6606
2018,1,2,15,34109.1456
2018,1,2,16,34455.9122
2018,1,2,17,34728.0821
2018,1,2,18,35849.0367
2018,1,2,19,37364.6436
2018,1,2,20,38704.5832
2018,1,2,21,39663.5443
2018,1,2,22,41184.0149
2018,1,2,23,44508.6595
2018,1,3,0,45232.3041
2018,1,3,1,45354.0998
2018,1,3,2,45275.7713
2018,1,3,3,45339.9711
2018,1,3,4,45394.6732
2018,1,3,5,45476.7039
2018,1,3,6,45458.3244
2018,1,3,7,44019.1833
2018,1,3,8,39911.653
2018,1,3,9,38819.7868
2018,1,3,10,37600.1017
2018,1,3,11,36417.2042
2018,1,3,12,35892.972
2018,1,3,13,35533.3007
2018,1,3,14,34478.796
2018,1,3,15,34546.0034
2018,1,3,16,34326.3029
2018,1,3,17,35051.676
2018,1,3,18,36043.6784
2018,1,3,19,37380.6035
2018,1,3,20,37780.6737
2018,1,3,21,38602.425
2018,1,3,22,40361.0666
2018,1,3,23,44545.7224
2018,1,4,0,45094.3846
2018,1,4,1,46022.7662
2018,1,4,2,43950.7496
2018,1,4,3,44329.3066
2018,1,4,4,44411.1653
2018,1,4,5,44551.5863
2018,1,4,6,44542.613
2018,1,4,7,43514.4785
2018,1,4,8,40232.3168
2018,1,4,9,38547.2047
2018,1,4,10,37471.493
2018,1,4,11,36874.4128
2018,1,4,12,36388.7457
2018,1,4,13,35167.5959
2018,1,4,14,35202.4725
2018,1,4,15,34967.7508
2018,1,4,16,34884.6715
2018,1,4,17,35164.5096
2018,1,4,18,35903.4689
2018,1,4,19,37281.679
2018,1,4,20,38076.6474
2018,1,4,21,39015.8425
2018,1,4,22,40270.1591
2018,1,4,23,44339.6467
2018,1,5,0,45125.0412
2018,1,5,1,45081.7937
2018,1,5,2,45402.6984
2018,1,5,3,45436.2159
2018,1,5,4,45395.3115
2018,1,5,5,45324.9421
2018,1,5,6,45220.4469
2018,1,5,7,43901.0589
2018,1,5,8,40264.263
2018,1,5,9,38564.09
2018,1,5,10,37751.7858
2018,1,5,11,36313.4819
2018,1,5,12,35987.3946
2018,1,5,13,35175.6103
2018,1,5,14,34637.4269
2018,1,5,15,34685.1288
2018,1,5,16,34770.391
2018,1,5,17,35152.9468
2018,1,5,18,35203.8014
2018,1,5,19,35415.0424
2018,1,5,20,36531.7612
2018,1,5,21,37473.4403
2018,1,5,22,39031.8584
2018,1,5,23,42861.2636
2018,1,6,0,43750.249
2018,1,6,1,44102.1111
2018,1,6,2,44254.238
2018,1,6,3,44184.7209
2018,1,6,4,44380.4381
2018,1,6,5,44514.9305
2018,1,6,6,44683.9241
2018,1,6,7,44478.4072
2018,1,6,8,43827.4233
2018,1,6,9,42594.5967
2018,1,6,10,41730.2927
2018,1,6,11,41328.1401
2018,1,6,12,40438.0702
2018,1,6,13,39837.2756
2018,1,6,14,39181.9923
2018,1,6,15,38579.7975
2018,1,6,16,38474.2523
2018,1,6,17,37760.9383
2018,1,6,18,37198.894
2018,1,6,19,37053.2236
2018,1,6,20,37647.3753
2018,1,6,21,38168.8927
2018,1,6,22,39730.214
2018,1,6,23,42834.0775
2018,1,7,0,43685.6911
2018,1,7,1,44184.5602
2018,1,7,2,44380.3326
2018,1,7,3,44566.4854
2018,1,7,4,44657.2782
2018,1,7,5,44623.4911
2018,1,7,6,44581.6921
2018,1,7,7,44380.0847
2018,1,7,8,43862.2271
2018,1,7,9,43033.1026
2018,1,7,10,42377.4233
2018,1,7,11,41300.1447
2018,1,7,12,40801.6955
2018,1,7,13,40023.6811
2018,1,7,14,38851.0391
2018,1,7,15,38296.4735
2018,1,7,16,38103.205
2018,1,7,17,38101.7642
2018,1,7,18,38409.3664
2018,1,7,19,38970.2769
2018,1,7,20,39664.8036
2018,1,7,21,40735.0542
2018,1,7,22,41663.1276
2018,1,7,23,44971.4574
2018,1,8,0,45483.489
2018,1,8,1,45525.6337
2018,1,8,2,45608.5149
2018,1,8,3,45557.8416
2018,1,8,4,45594.9422
2018,1,8,5,45471.925
2018,1,8,6,45549.5972
2018,1,8,7,45272.4637
2018,1,8,8,41804.2317
2018,1,8,9,40038.3149
2018,1,8,10,39034.8632
2018,1,8,11,37944.9888
2018,1,8,12,37595.6361
2018,1,8,13,36494.41
2018,1,8,14,36058.5686
2018,1,8,15,34993.1424
2018,1,8,16,35604.7339
2018,1,8,17,35571.7023
2018,1,8,18,36113.0438
2018,1,8,19,37264.3909
2018,1,8,20,38574.1046
2018,1,8,21,39262.5863
2018,1,8,22,40703.2758
2018,1,8,23,44914.441
2018,1,9,0,45613.901
2018,1,9,1,45676.278
2018,1,9,2,45697.4155
2018,1,9,3,45755.8022
2018,1,9,4,45845.9859
2018,1,9,5,45792.9177
2018,1,9,6,45450.8823
2018,1,9,7,45618.8773
2018,1,9,8,42492.7249
2018,1,9,9,40633.5436
2018,1,9,10,39600.4967
2018,1,9,11,38513.4058
2018,1,9,12,38411.0129
2018,1,9,13,37572.3386
2018,1,9,14,36944.3063
2018,1,9,15,36103.5947
2018,1,9,16,35998.1209
2018,1,9,17,35787.0244
2018,1,9,18,36504.5103
2018,1,9,19,37120.6787
2018,1,9,20,38606.6466
2018,1,9,21,39544.3052
2018,1,9,22,40864.1872
2018,1,9,23,44623.6355
2018,1,10,0,45386.2526
2018,1,10,1,45531.1909
2018,1,10,2,45571.3376
2018,1,10,3,45569.8595
2018,1,10,4,45409.8115
2018,1,10,5,45476.7831
2018,1,10,6,45325.1252
2018,1,10,7,46179.3434
2018,1,10,8,42540.8897
2018,1,10,9,40273.739
2018,1,10,10,39559.3467
2018,1,10,11,38414.1975
2018,1,10,12,38663.6364
2018,1,10,13,37785.4041
2018,1,10,14,37010.7666
2018,1,10,15,35863.1064
2018,1,10,16,35980.1358
2018,1,10,17,36104.6717
2018,1,10,18,36113.7882
2018,1,10,19,37217.0377
2018,1,10,20,37994.0988
2018,1,10,21,39005.0886
2018,1,10,22,40839.6535
2018,1,10,23,44974.5895
2018,1,11,0,45724.3345
2018,1,11,1,45975.1004
2018,1,11,2,46147.7347
2018,1,11,3,46345.7108
2018,1,11,4,46113.1878
2018,1,11,5,45924.385
2018,1,11,6,45632.2353
2018,1,11,7,45332.4375
2018,1,11,8,42350.8832
2018,1,11,9,40946.825
2018,1,11,10,39959.9355
2018,1,11,11,38437.509
2018,1,11,12,37912.6251
2018,1,11,13,37302.6495
2018,1,11,14,36391.7976
2018,1,11,15,35681.3116
2018,1,11,16,35516.6462
2018,1,11,17,35216.0722
2018,1,11,18,36267.3712
2018,1,11,19,37604.3939
2018,1,11,20,38529.6239
2018,1,11,21,39614.9522
2018,1,11,22,40672.5538
2018,1,11,23,45116.2265
2018,1,12,0,45922.0144
2018,1,12,1,45939.1631
2018,1,12,2,45747.7324
2018,1,12,3,45656.8072
2018,1,12,4,45582.8544
2018,1,12,5,45405.431
2018,1,12,6,45374.1581
2018,1,12,7,45303.8163
2018,1,12,8,42243.9346
2018,1,12,9,40623.2926
2018,1,12,10,39725.015
2018,1,12,11,39024.7877
2018,1,12,12,38331.4708
2018,1,12,13,37616.412
2018,1,12,14,37342.0993
2018,1,12,15,36924.5164
2018,1,12,16,36970.0146
2018,1,12,17,36785.9877
2018,1,12,18,36906.2529
2018,1,12,19,37305.3232
2018,1,12,20,38198.2624
2018,1,12,21,38925.7006
2018,1,12,22,40533.3073
2018,1,12,23,44010.4805
2018,1,13,0,44656.761
2018,1,13,1,45447.621
2018,1,13,2,45374.2773
2018,1,13,3,45563.6181
2018,1,13,4,45559.8504
2018,1,13,5,45628.9449
2018,1,13,6,45574.1725
2018,1,13,7,45159.2993
2018,1,13,8,44694.4233
2018,1,13,9,43333.8741
2018,1,13,10,42567.4547
2018,1,13,11,41535.8501
2018,1,13,12,40574.2178
2018,1,13,13,39144.0462
2018,1,13,14,38331.1982
2018,1,13,15,38259.8351
2018,1,13,16,38441.5133
2018,1,13,17,38425.667
2018,1,13,18,37795.159
2018,1,13,19,37826.527
2018,1,13,20,38169.6912
2018,1,13,21,38774.8103
2018,1,13,22,39405.3477
2018,1,13,23,43450.9993
2018,1,14,0,44019.6438
2018,1,14,1,44426.0239
2018,1,14,2,44573.1876
2018,1,14,3,44779.0656
2018,1,14,4,44801.7958
2018,1,14,5,44867.5642
2018,1,14,6,44852.8891
2018,1,14,7,44886.6429
2018,1,14,8,44319.5381
2018,1,14,9,43171.7634
2018,1,14,10,42603.2178
2018,1,14,11,42007.6535
2018,1,14,12,41323.8364
2018,1,14,13,40223.392
2018,1,14,14,39573.4393
